publisher,filename,match,prod_slug,page_title,year,pdf_url,source_url
forum-of-free-enterprise,what-is-expected-of-management-trainee-in-private-eeterprise-by-Dr-Skumar-jain-September-5-1962.pdf,exact,what-is-expected-of-management-trainees-in-private-enterprise-by-dr-s-kumar-jain-september-5-1962,"What is Expected Of Management Trainees in Private Enterprise by Dr. S.Kumar Jain (September 5, 1962)",1962,https://indianliberals.in/forum-of-free-enterprise/what-is-expected-of-management-trainee-in-private-eeterprise-by-Dr-Skumar-jain-September-5-1962.pdf,https://indianliberals.in/content/what-is-expected-of-management-trainees-in-private-enterprise-by-dr-s-kumar-jain-september-5-1962/
forum-of-free-enterprise,what-makes-japan-tick-minoo-shroff-1988.pdf,exact,what-makes-japan-tick-some-lessons-for-india-by-minoo-r-shroff-october-15-1988,"What Makes Japan Tick: Some Lessons For India by Minoo R. Shroff (October 15, 1988)",1988,https://indianliberals.in/forum-of-free-enterprise/what-makes-japan-tick-minoo-shroff-1988.pdf,https://indianliberals.in/content/what-makes-japan-tick-some-lessons-for-india-by-minoo-r-shroff-october-15-1988/
forum-of-free-enterprise,where-is-economic-power-being-concentrated-m-a-masters-august-8-1958.pdf,exact,where-is-economic-power-being-concentrated-by-m-a-master-8-august-1958,Where is Economic Power being concentrated by M.A. Master (8 August 1958),1958,https://indianliberals.in/forum-of-free-enterprise/where-is-economic-power-being-concentrated-m-a-masters-august-8-1958.pdf,https://indianliberals.in/content/where-is-economic-power-being-concentrated-by-m-a-master-8-august-1958/
forum-of-free-enterprise,whither-central-banking-h-v-r-iyengar-december-1972.pdf,exact,whither-central-banking-by-h-v-r-iengar-december-1972,Whither Central Banking by H. V. R. Iengar (December 1972),1972,https://indianliberals.in/forum-of-free-enterprise/whither-central-banking-h-v-r-iyengar-december-1972.pdf,https://indianliberals.in/content/whither-central-banking-by-h-v-r-iengar-december-1972/
forum-of-free-enterprise,whither-indian-urbanisation-f-p-antia-1977.pdf,exact,whither-indian-urbanisation-by-dr-f-p-antia-1977,Whither Indian Urbanisation? by Dr. F. P. Antia (1977),1977,https://indianliberals.in/forum-of-free-enterprise/whither-indian-urbanisation-f-p-antia-1977.pdf,https://indianliberals.in/content/whither-indian-urbanisation-by-dr-f-p-antia-1977/
forum-of-free-enterprise,why-are-prices-rising-g-d-somani-nov9-1962.pdf,exact,why-are-prices-rising-by-g-d-somani-nov-9-1962,"Why are Prices Rising? by G. D. Somani (November 9, 1962)",1962,https://indianliberals.in/forum-of-free-enterprise/why-are-prices-rising-g-d-somani-nov9-1962.pdf,https://indianliberals.in/content/why-are-prices-rising-by-g-d-somani-nov-9-1962/
forum-of-free-enterprise,why-scarcities-d-r-pendse-c-v-mariwala-b-d-somani-m-r-meher-1974.pdf,exact,why-scarcities-by-d-r-pendse-c-v-mariwala-b-d-somani-m-r-meher-1974,"Why Scarcities? by D. R. Pendse, C. V. Mariwala, B. D. Somani, M. R. Meher (1974)",1974,https://indianliberals.in/forum-of-free-enterprise/why-scarcities-d-r-pendse-c-v-mariwala-b-d-somani-m-r-meher-1974.pdf,https://indianliberals.in/content/why-scarcities-by-d-r-pendse-c-v-mariwala-b-d-somani-m-r-meher-1974/
forum-of-free-enterprise,will-10-point-programme-lead-to-socialism-professor-c-n-vakil-december-11-1967.pdf,fuzzy100,will-10-point-programme-lead-to-socialism-by-professor-c-n-vakil-11-december-1967,"Will 10-point programme lead to socialism? by Professor C.N. Vakil (11 December, 1967)",1967,https://indianliberals.in/forum-of-free-enterprise/indian-railways-a-state-within-the-state-dilip-thakore-june-15-1994.pdf,https://indianliberals.in/content/will-10-point-programme-lead-to-socialism-by-professor-c-n-vakil-11-december-1967/
forum-of-free-enterprise,will-democratic-socialism-help-india-a-d-shroff-jan12-1964.pdf,exact,will-democratic-socialism-help-india-by-a-d-shroff-jan-12-1964,"Will Democratic Socialism Help India? by A. D. Shroff (January 12, 1964)",1964,https://indianliberals.in/forum-of-free-enterprise/will-democratic-socialism-help-india-a-d-shroff-jan12-1964.pdf,https://indianliberals.in/content/will-democratic-socialism-help-india-by-a-d-shroff-jan-12-1964/
forum-of-free-enterprise,working-of-commodities-markets-in-india-madan-sabnavis-july-4-2010.pdf,exact,working-of-commodities-markets-in-india-by-madan-sabnavis-july-4-2010,"Working of Commodities Markets in India by Madan Sabnavis (July 4, 2010)",2010,https://indianliberals.in/forum-of-free-enterprise/working-of-commodities-markets-in-india-madan-sabnavis-july-4-2010.pdf,https://indianliberals.in/content/working-of-commodities-markets-in-india-by-madan-sabnavis-july-4-2010/
forum-of-free-enterprise,wto-and-indian-industry-2001.pdf,exact,wto-and-indian-industry-by-s-s-bhandare-202001,"WTO and Indian Industry by S.S Bhandare (20,2001)",2001,https://indianliberals.in/forum-of-free-enterprise/wto-and-indian-industry-2001.pdf,https://indianliberals.in/content/wto-and-indian-industry-by-s-s-bhandare-202001/
forum-of-free-enterprise,your-prosperty-through-freedom-by-MR-Pai.pdf,exact,your-prosperity-through-freedom-by-m-r-pai,Your Prosperity Through Freedom by M.R. Pai,2021,https://indianliberals.in/forum-of-free-enterprise/your-prosperty-through-freedom-by-MR-Pai.pdf,https://indianliberals.in/content/your-prosperity-through-freedom-by-m-r-pai/
forum-of-free-enterprise,youth-for-agricultural-transformation-prof-m-s-swaminathan-july-4-2011.pdf,exact,youth-for-agricultural-transformation-by-prof-m-s-swaminathan-jul-4-2011,"Youth for Agricultural Transformation by Prof. M. S. Swaminathan (Jul 4, 2011)",2011,https://indianliberals.in/forum-of-free-enterprise/youth-for-agricultural-transformation-prof-m-s-swaminathan-july-4-2011.pdf,https://indianliberals.in/content/youth-for-agricultural-transformation-by-prof-m-s-swaminathan-jul-4-2011/
indian-liberal-group,basic-principles-march-2000.pdf,exact,basic-principles-of-the-indian-liberal-group-march-5-2000,"Basic Principles of the Indian Liberal Group, March 5, 2000",2000,https://indianliberals.in/indian-liberal-group/basic-principles-march-2000.pdf,https://indianliberals.in/content/basic-principles-of-the-indian-liberal-group-march-5-2000/
indian-liberal-group,newsletter-October-2001.pdf,exact,the-liberal-position-newsletter-of-the-indian-liberals-group-april-2002,"The Liberal Position - Newsletter of the Indian Liberals Group, October 2001",2001,https://indianliberals.in/indian-liberal-group/newsletter-October-2001.pdf,https://indianliberals.in/content/the-liberal-position-newsletter-of-the-indian-liberals-group-april-2002/
indian-liberal-group,newsletter-april-2002.pdf,exact,newsletter-april-2002,"The Liberal Position - Newsletter of the Indian Liberals Group, April 2002",2002,https://indianliberals.in/indian-liberal-group/newsletter-april-2002.pdf,https://indianliberals.in/content/newsletter-april-2002/
indian-liberal-group,the-retreat-after-socialism-bk-nehru.pdf,exact,the-retreat-after-socialism,The Retreat After Socialism,2020,https://indianliberals.in/indian-liberal-group/the-retreat-after-socialism-bk-nehru.pdf,https://indianliberals.in/content/the-retreat-after-socialism/
indian-liberal-group,trends-in-government-expenditure-april-2007.pdf,exact,trends-in-government-expenditure-april-30-2007,"Trends in Government Expenditure, April 30, 2007",2007,https://indianliberals.in/indian-liberal-group/trends-in-government-expenditure-april-2007.pdf,https://indianliberals.in/content/trends-in-government-expenditure-april-30-2007/
indian-liberal-group,union-budget-2002-03-liberal-point-of-view.pdf,exact,union-budget-2002-2003-the-liberal-point-of-view,Union Budget 2002 - 2003 : The Liberal Point of View,2002,https://indianliberals.in/indian-liberal-group/union-budget-2002-03-liberal-point-of-view.pdf,https://indianliberals.in/content/union-budget-2002-2003-the-liberal-point-of-view/
liberals,new-public-management-escape-from-babudom.pdf,exact,bureaucracy-liberal-administrator,Bureaucracy and the Liberal Administrator - Sauvik Chakraverti,2024,https://indianliberals.in/liberals/new-public-management-escape-from-babudom.pdf,https://indianliberals.in/content/bureaucracy-liberal-administrator/
liberals,the-indian-libertarian-april-1-1959.pdf,date-exact,the-indian-libertarian-april-1-1959,"The Indian Libertarian (April 1, 1959)",1959,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-apr1-1959.pdf,https://indianliberals.in/content/the-indian-libertarian-april-1-1959/
liberals,the-supreme-courts-judgement-on-the-constitution-42nd-amendment-act-1976-20-june-1980.pdf,fuzzy95,the-supreme-courts-judgement-on-the-constitution-42nd-amendment-act-1976-by-n-a-palkhivala-june-20-1980,"The Supreme Court's Judgement on the Constitution (42nd Amendment) Act, 1976 by N.A Palkhivala (June 20, 1980)",1976,https://indianliberals.in/forum-of-free-enterprise/the-supreme-courts-judgement-on-the-constitution-42-amendment-act-1976-n-a-palkhivala-june-20-1980.pdf,https://indianliberals.in/content/the-supreme-courts-judgement-on-the-constitution-42nd-amendment-act-1976-by-n-a-palkhivala-june-20-1980/
liberals,the-union-budget-1995-96-bypassing-parliamentary-select-committee-21-march-1995.pdf,fuzzy100,the-union-budget-1995-96-bypassing-parliamentary-select-committee-by-n-a-palkhivala-march-21-1995,"The Union Budget 1995-96 : Bypassing parliamentary Select Committee by N.A. Palkhivala (March 21, 1995)",1995,https://indianliberals.in/forum-of-free-enterprise/the-union-budget-1995-96-by-passing-parliamentary-select-comittee-n-a-palkhivala-march-21-1995.pdf,https://indianliberals.in/content/the-union-budget-1995-96-bypassing-parliamentary-select-committee-by-n-a-palkhivala-march-21-1995/
other-publications,at-liberty-to-express-and-offend.pdf,exact,at-liberty-freedom-to-express-and-offend,At Liberty : Freedom to Express and Offend,2020,https://indianliberals.in/other-publications/at-liberty-to-express-and-offend.pdf,https://indianliberals.in/content/at-liberty-freedom-to-express-and-offend/
other-publications,emerging-challenges-to-civil-society.pdf,exact,the-emerging-challenges-to-civil-society,The Emerging Challenges to Civil Society,2020,https://indianliberals.in/other-publications/emerging-challenges-to-civil-society.pdf,https://indianliberals.in/content/the-emerging-challenges-to-civil-society/
other-publications,handbook-for-transformation-to-market-economy.pdf,exact,handbook-of-transformation-to-market-economy,Handbook of Transformation to Market Economy,2020,https://indianliberals.in/other-publications/handbook-for-transformation-to-market-economy.pdf,https://indianliberals.in/content/handbook-of-transformation-to-market-economy/
other-publications,young-asians-call-to-freedom.pdf,exact,freedom-writers-young-asians-call-to-freedom,Freedom Writers : Young Asians Call to Freedom,2020,https://indianliberals.in/other-publications/young-asians-call-to-freedom.pdf,https://indianliberals.in/content/freedom-writers-young-asians-call-to-freedom/
shetkari-sanghatak,shetkari-sanghatak-april-21-1995.pdf,exact,shetkari-sanghatak-april-21-1995,"Shetkari Sanghatak - April 21, 1995",1995,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-april-21-1995.pdf,https://indianliberals.in/content/shetkari-sanghatak-april-21-1995/
shetkari-sanghatak,shetkari-sanghatak-april-6-1992.pdf,exact,shetkari-sanghatak-april-6-1992,"Shetkari Sanghatak - April 6, 1992",1992,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-april-6-1992.pdf,https://indianliberals.in/content/shetkari-sanghatak-april-6-1992/
shetkari-sanghatak,shetkari-sanghatak-aug-21-1991.pdf,exact,shetkari-sanghatak-aug-21-1991,"Shetkari Sanghatak - Aug 21, 1991",1991,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-aug-21-1991.pdf,https://indianliberals.in/content/shetkari-sanghatak-aug-21-1991/
shetkari-sanghatak,shetkari-sanghatak-aug-21-1992.pdf,exact,shetkari-sanghatak-aug-21-1992,"Shetkari Sanghatak - Aug 21, 1992",1992,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-aug-21-1992.pdf,https://indianliberals.in/content/shetkari-sanghatak-aug-21-1992/
shetkari-sanghatak,shetkari-sanghatak-aug-21-1995.pdf,exact,shetkari-sanghatak-aug-21-1995,"Shetkari Sanghatak - Aug 21, 1995",1995,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-aug-21-1995.pdf,https://indianliberals.in/content/shetkari-sanghatak-aug-21-1995/
shetkari-sanghatak,shetkari-sanghatak-aug-6-1995.pdf,exact,shetkari-sanghatak-aug-6-1995,"Shetkari Sanghatak - Aug 6, 1995",1995,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-aug-6-1995.pdf,https://indianliberals.in/content/shetkari-sanghatak-aug-6-1995/
shetkari-sanghatak,shetkari-sanghatak-august-6-1992.pdf,exact,shetkari-sanghatak-aug-6-1992,"Shetkari Sanghatak - Aug 6, 1992",1992,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-august-6-1992.pdf,https://indianliberals.in/content/shetkari-sanghatak-aug-6-1992/
shetkari-sanghatak,shetkari-sanghatak-dec-21-1991.pdf,exact,shetkari-sanghatak-dec-21-1991,"Shetkari Sanghatak - Dec 21, 1991",1991,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-dec-21-1991.pdf,https://indianliberals.in/content/shetkari-sanghatak-dec-21-1991/
shetkari-sanghatak,shetkari-sanghatak-dec-21-1992.pdf,exact,shetkari-sanghatak-dec-21-1992,"Shetkari Sanghatak - Dec 21, 1992",1992,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-dec-21-1992.pdf,https://indianliberals.in/content/shetkari-sanghatak-dec-21-1992/
shetkari-sanghatak,shetkari-sanghatak-dec-21-1994.pdf,exact,shetkari-sanghatak-dec-21-1994,"Shetkari Sanghatak - Dec 21, 1994",1994,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-dec-21-1994.pdf,https://indianliberals.in/content/shetkari-sanghatak-dec-21-1994/
shetkari-sanghatak,shetkari-sanghatak-dec-28-1995.pdf,exact,shetkari-sanghatak-dec-28-1995,"Shetkari Sanghatak - Dec 28, 1995",1995,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-dec-28-1995.pdf,https://indianliberals.in/content/shetkari-sanghatak-dec-28-1995/
shetkari-sanghatak,shetkari-sanghatak-dec-6-1992.pdf,exact,shetkari-sanghatak-dec-6-1992,"Shetkari Sanghatak - Dec 6, 1992",1992,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-dec-6-1992.pdf,https://indianliberals.in/content/shetkari-sanghatak-dec-6-1992/
shetkari-sanghatak,shetkari-sanghatak-dec-6-1994.pdf,exact,shetkari-sanghatak-dec-6-1994,"Shetkari Sanghatak - Dec 6, 1994",1994,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-dec-6-1994.pdf,https://indianliberals.in/content/shetkari-sanghatak-dec-6-1994/
shetkari-sanghatak,shetkari-sanghatak-dec-6-1995.pdf,exact,shetkari-sanghatak-dec-6-1995,"Shetkari Sanghatak - Dec 6, 1995",1995,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-dec-6-1995.pdf,https://indianliberals.in/content/shetkari-sanghatak-dec-6-1995/
shetkari-sanghatak,shetkari-sanghatak-feb-21-1995.pdf,exact,shetkari-sanghatak-feb-21-1995,"Shetkari Sanghatak - Feb 21, 1995",1995,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-feb-21-1995.pdf,https://indianliberals.in/content/shetkari-sanghatak-feb-21-1995/
shetkari-sanghatak,shetkari-sanghatak-feb-6-1992.pdf,exact,shetkari-sanghatak-feb-6-1992,"Shetkari Sanghatak - Feb 6, 1992",1992,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-feb-6-1992.pdf,https://indianliberals.in/content/shetkari-sanghatak-feb-6-1992/
shetkari-sanghatak,shetkari-sanghatak-feb-6-1994.pdf,exact,shetkari-sanghatak-feb-6-1994,"Shetkari Sanghatak - Feb 6, 1994",1994,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-feb-6-1994.pdf,https://indianliberals.in/content/shetkari-sanghatak-feb-6-1994/
shetkari-sanghatak,shetkari-sanghatak-jan-21-1994.pdf,exact,shetkari-sanghatak-jan-21-1994,"Shetkari Sanghatak - Jan 21, 1994",1994,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-jan-21-1994.pdf,https://indianliberals.in/content/shetkari-sanghatak-jan-21-1994/
shetkari-sanghatak,shetkari-sanghatak-jan-21-1995.pdf,exact,shetkari-sanghatak-jan-21-1995,"Shetkari Sanghatak - Jan 21, 1995",1995,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-jan-21-1995.pdf,https://indianliberals.in/content/shetkari-sanghatak-jan-21-1995/
shetkari-sanghatak,shetkari-sanghatak-jan-6-1992.pdf,exact,shetkari-sanghatak-jan-6-1992,"Shetkari Sanghatak - Jan 6, 1992",1992,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-jan-6-1992.pdf,https://indianliberals.in/content/shetkari-sanghatak-jan-6-1992/
shetkari-sanghatak,shetkari-sanghatak-jan-6-1994.pdf,exact,shetkari-sanghatak-jan-6-1994,"Shetkari Sanghatak - Jan 6, 1994",1994,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-jan-6-1994.pdf,https://indianliberals.in/content/shetkari-sanghatak-jan-6-1994/
shetkari-sanghatak,shetkari-sanghatak-july-21-1991.pdf,exact,shetkari-sanghatak-july-21-1991,"Shetkari Sanghatak - July 21, 1991",1991,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-july-21-1991.pdf,https://indianliberals.in/content/shetkari-sanghatak-july-21-1991/
shetkari-sanghatak,shetkari-sanghatak-july-21-1992.pdf,exact,shetkari-sanghatak-july-21-1992,"Shetkari Sanghatak - July 21, 1992",1992,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-july-21-1992.pdf,https://indianliberals.in/content/shetkari-sanghatak-july-21-1992/
shetkari-sanghatak,shetkari-sanghatak-july-6-1992.pdf,exact,shetkari-sanghatak-july-6-1992,"Shetkari Sanghatak - July 6, 1992",1992,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-july-6-1992.pdf,https://indianliberals.in/content/shetkari-sanghatak-july-6-1992/
shetkari-sanghatak,shetkari-sanghatak-july-6-1995.pdf,exact,shetkari-sanghatak-july-6-1995,"Shetkari Sanghatak - July 6, 1995",1995,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-july-6-1995.pdf,https://indianliberals.in/content/shetkari-sanghatak-july-6-1995/
shetkari-sanghatak,shetkari-sanghatak-june-21-1992.pdf,exact,shetkari-sanghatak-june-21-1992,"Shetkari Sanghatak - June 21, 1992",1992,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-june-21-1992.pdf,https://indianliberals.in/content/shetkari-sanghatak-june-21-1992/
shetkari-sanghatak,shetkari-sanghatak-june-21-1995.pdf,exact,shetkari-sanghatak-june-21-1995,"Shetkari Sanghatak - June 21, 1995",1995,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-june-21-1995.pdf,https://indianliberals.in/content/shetkari-sanghatak-june-21-1995/
shetkari-sanghatak,shetkari-sanghatak-june-6-1992.pdf,exact,shetkari-sanghatak-june-6-1992,"Shetkari Sanghatak - June 6, 1992",1992,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-june-6-1992.pdf,https://indianliberals.in/content/shetkari-sanghatak-june-6-1992/
shetkari-sanghatak,shetkari-sanghatak-march-21-1992.pdf,exact,shetkari-sanghatak-march-21-1992,"Shetkari Sanghatak - March 21, 1992",1992,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-march-21-1992.pdf,https://indianliberals.in/content/shetkari-sanghatak-march-21-1992/
shetkari-sanghatak,shetkari-sanghatak-march-21-1995.pdf,exact,shetkari-sanghatak-march-21-1995,"Shetkari Sanghatak - March 21, 1995",1995,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-march-21-1995.pdf,https://indianliberals.in/content/shetkari-sanghatak-march-21-1995/
shetkari-sanghatak,shetkari-sanghatak-march-6-1992.pdf,exact,shetkari-sanghatak-march-6-1992,"Shetkari Sanghatak - March 6, 1992",1992,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-march-6-1992.pdf,https://indianliberals.in/content/shetkari-sanghatak-march-6-1992/
shetkari-sanghatak,shetkari-sanghatak-may-21-1995.pdf,exact,shetkari-sanghatak-may-21-1995,"Shetkari Sanghatak - May 21, 1995",1995,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-may-21-1995.pdf,https://indianliberals.in/content/shetkari-sanghatak-may-21-1995/
shetkari-sanghatak,shetkari-sanghatak-may-6-1992.pdf,exact,shetkari-sanghatak-may-6-1992,"Shetkari Sanghatak - May 6, 1992",1992,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-may-6-1992.pdf,https://indianliberals.in/content/shetkari-sanghatak-may-6-1992/
shetkari-sanghatak,shetkari-sanghatak-nov-21-1991.pdf,exact,shetkari-sanghatak-nov-21-1991,"Shetkari Sanghatak - Nov 21, 1991",1991,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-nov-21-1991.pdf,https://indianliberals.in/content/shetkari-sanghatak-nov-21-1991/
shetkari-sanghatak,shetkari-sanghatak-nov-21-1992.pdf,exact,shetkari-sanghatak-nov-21-1992,"Shetkari Sanghatak - Nov 21, 1992",1992,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-nov-21-1992.pdf,https://indianliberals.in/content/shetkari-sanghatak-nov-21-1992/
shetkari-sanghatak,shetkari-sanghatak-nov-21-1994.pdf,exact,shetkari-sanghatak-nov-21-1994,"Shetkari Sanghatak - Nov 21, 1994",1994,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-nov-21-1994.pdf,https://indianliberals.in/content/shetkari-sanghatak-nov-21-1994/
shetkari-sanghatak,shetkari-sanghatak-nov-6-1991.pdf,exact,shetkari-sanghatak-nov-6-1991,"Shetkari Sanghatak - Nov 6, 1991",1991,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-nov-6-1991.pdf,https://indianliberals.in/content/shetkari-sanghatak-nov-6-1991/
shetkari-sanghatak,shetkari-sanghatak-nov-6-1992.pdf,exact,shetkari-sanghatak-nov-6-1992,"Shetkari Sanghatak - Nov 6, 1992",1992,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-nov-6-1992.pdf,https://indianliberals.in/content/shetkari-sanghatak-nov-6-1992/
shetkari-sanghatak,shetkari-sanghatak-nov-6-1994.pdf,exact,shetkari-sanghatak-nov-6-1994,"Shetkari Sanghatak - Nov 6, 1994",1994,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-nov-6-1994.pdf,https://indianliberals.in/content/shetkari-sanghatak-nov-6-1994/
shetkari-sanghatak,shetkari-sanghatak-nov-6-1995.pdf,exact,shetkari-sanghatak-nov-6-1995,"Shetkari Sanghatak - Nov 6, 1995",1995,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-nov-6-1995.pdf,https://indianliberals.in/content/shetkari-sanghatak-nov-6-1995/
shetkari-sanghatak,shetkari-sanghatak-oct-21-1991.pdf,exact,shetkari-sanghatak-oct-21-1991,"Shetkari Sanghatak - Oct 21, 1991",1991,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-oct-21-1991.pdf,https://indianliberals.in/content/shetkari-sanghatak-oct-21-1991/
shetkari-sanghatak,shetkari-sanghatak-oct-21-1992.pdf,exact,shetkari-sanghatak-oct-21-1992,"Shetkari Sanghatak - Oct 21, 1992",1992,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-oct-21-1992.pdf,https://indianliberals.in/content/shetkari-sanghatak-oct-21-1992/
shetkari-sanghatak,shetkari-sanghatak-oct-21-1994.pdf,exact,shetkari-sanghatak-oct-21-1994,"Shetkari Sanghatak - Oct 21, 1994",1994,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-oct-21-1994.pdf,https://indianliberals.in/content/shetkari-sanghatak-oct-21-1994/
shetkari-sanghatak,shetkari-sanghatak-oct-21-1995.pdf,exact,shetkari-sanghatak-oct-21-1995,"Shetkari Sanghatak - Oct 21, 1995",1995,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-oct-21-1995.pdf,https://indianliberals.in/content/shetkari-sanghatak-oct-21-1995/
shetkari-sanghatak,shetkari-sanghatak-oct-6-1992.pdf,exact,shetkari-sanghatak-oct-6-1992,"Shetkari Sanghatak - Oct 6, 1992",1992,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-oct-6-1992.pdf,https://indianliberals.in/content/shetkari-sanghatak-oct-6-1992/
shetkari-sanghatak,shetkari-sanghatak-oct-6-1994.pdf,exact,shetkari-sanghatak-oct-6-1994,"Shetkari Sanghatak - Oct 6, 1994",1994,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-oct-6-1994.pdf,https://indianliberals.in/content/shetkari-sanghatak-oct-6-1994/
shetkari-sanghatak,shetkari-sanghatak-oct-6-1995.pdf,exact,shetkari-sanghatak-oct-6-1995,"Shetkari Sanghatak - Oct 6, 1995",1995,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-oct-6-1995.pdf,https://indianliberals.in/content/shetkari-sanghatak-oct-6-1995/
shetkari-sanghatak,shetkari-sanghatak-sept-21-1991.pdf,exact,shetkari-sanghatak-sept-21-1991,"Shetkari Sanghatak - Sept 21, 1991",1991,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-sept-21-1991.pdf,https://indianliberals.in/content/shetkari-sanghatak-sept-21-1991/
shetkari-sanghatak,shetkari-sanghatak-sept-21-1992.pdf,exact,shetkari-sanghatak-sept-21-1992,"Shetkari Sanghatak - Sept 21, 1992",1992,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-sept-21-1992.pdf,https://indianliberals.in/content/shetkari-sanghatak-sept-21-1992/
shetkari-sanghatak,shetkari-sanghatak-sept-21-1995.pdf,exact,shetkari-sanghatak-sept-21-1995,"Shetkari Sanghatak - Sept 21, 1995",1995,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-sept-21-1995.pdf,https://indianliberals.in/content/shetkari-sanghatak-sept-21-1995/
shetkari-sanghatak,shetkari-sanghatak-sept-6-1992.pdf,exact,shetkari-sanghatak-sept-6-1992,"Shetkari Sanghatak - Sept 6, 1992",1992,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-sept-6-1992.pdf,https://indianliberals.in/content/shetkari-sanghatak-sept-6-1992/
shetkari-sanghatak,shetkari-sanghatak-sept-6-1994.pdf,exact,shetkari-sanghatak-sept-6-1994,"Shetkari Sanghatak - Sept 6, 1994",1994,https://indianliberals.in/shetkari-sanghatak/shetkari-sanghatak-sept-6-1994.pdf,https://indianliberals.in/content/shetkari-sanghatak-sept-6-1994/
swatantra-party,statement-of-principles-of-the-swatantra-party-aug2-1959.pdf,exact,statement-of-principles-of-the-swatantra-party-aug-2-1959,"Statement of Principles of The Swatantra Party, Aug 2, 1959",1959,https://indianliberals.in/swatantra-party/statement-of-principles-of-the-swatantra-party-aug2-1959.pdf,https://indianliberals.in/content/statement-of-principles-of-the-swatantra-party-aug-2-1959/
the-indian-libertarian,the-indian-libertarian-apr1-1959.pdf,exact,the-indian-libertarian-april-1-1959,"The Indian Libertarian (April 1, 1959)",1959,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-apr1-1959.pdf,https://indianliberals.in/content/the-indian-libertarian-april-1-1959/
the-indian-libertarian,the-indian-libertarian-apr1-1961.pdf,exact,the-indian-libertarian-april-1-1961,"The Indian Libertarian (April 1, 1961)",1961,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-apr1-1961.pdf,https://indianliberals.in/content/the-indian-libertarian-april-1-1961/
the-indian-libertarian,the-indian-libertarian-apr1-1962.pdf,exact,the-indian-libertarian-april-1-1962,"The Indian Libertarian (April 1, 1962)",1962,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-apr1-1962.pdf,https://indianliberals.in/content/the-indian-libertarian-april-1-1962/
